date,close,high,low,open,volume,ticker,return,return_lag_1,return_lag_2,volatility_5d,volatility_20d,momentum_5d,volume_change,rsi_14,target,sentiment_mean,sentiment_std,sentiment_count,sentiment_lag_1,sentiment_rolling_3d,sentiment_rolling_7d
2020-02-14,78.51632690429688,78.76520124751363,78.00891111869721,78.46558016405162,80113600,AAPL,0.00024596632601095214,-0.00714630760853416,0.02347007791185735,0.012394535694551295,0.01839226779173607,0.01537332829755611,-0.1544524610649769,62.79602381230663,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,77.07867431640625,77.25989377012822,76.0179329078446,76.19915236156656,152531200,AAPL,-0.018479944607162735,0.00024596632601095214,-0.00714630760853416,0.015551750123842759,0.018779173828109126,-0.007930288016583464,0.9039364102973777,51.64692289109597,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,78.19499206542969,78.42453967717096,77.32030726926044,77.32030726926044,93984000,AAPL,0.01437896081949206,-0.018479944607162735,0.00024596632601095214,0.016726802417863465,0.018962239293832447,0.012546811835759009,-0.3838375361893174,50.03952527976446,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,77.39279174804688,78.44386614487053,76.88779437840257,77.95578436208415,100566000,AAPL,-0.010311959027961965,0.01437896081949206,-0.018479944607162735,0.01239837047746842,0.019125112044044986,-0.02108776111210453,0.07003319713993861,47.790892233086055,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,75.6409912109375,77.4290289157497,75.0248480652508,76.9868493533589,129554000,AAPL,-0.022895298361951307,-0.010311959027961965,0.01437896081949206,0.015034394808307478,0.019790376826313995,-0.03638387557063483,0.2882485134140764,53.79006509001692,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,72.04800415039062,73.49775945094957,69.88545691802558,71.82571246698684,222195200,AAPL,-0.04866572686155453,-0.022895298361951307,-0.010311959027961965,0.02274226455244671,0.0224992555868163,-0.08238188169182259,0.7150778825817805,43.07492383272986,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,69.60759735107422,73.09909512359589,69.13643119372864,72.71732938397975,230673600,AAPL,-0.034458902438959424,-0.04866572686155453,-0.022895298361951307,0.024052935423030483,0.02280885657085555,-0.09692793800089794,0.038157439944697336,28.659757895166933,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,70.71183013916016,71.97553646481957,69.22583207719232,69.23308056046676,198054800,AAPL,0.015739168879468593,-0.034458902438959424,-0.04866572686155453,0.0245471107059247,0.02208190717318585,-0.09569873630792103,-0.14140673228319145,30.609633496695352,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,66.08951568603516,69.10500967174747,65.95420576749399,67.92104419759342,320605600,AAPL,-0.06760276624763913,0.015739168879468593,-0.034458902438959424,0.03127450064139079,0.025455216325742155,-0.14605076011225526,0.618772178205224,20.96254111661453,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,66.05086517333984,67.27108062705318,61.94564270332902,62.16069333508348,426510000,AAPL,-0.0005849917117868868,-0.06760276624763913,0.015739168879468593,0.034270785942642115,0.025468388634327117,-0.12678477481679207,0.330326107840911,22.030408094292113,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,72.20024871826172,72.83572613943491,67.10435837488609,68.20617210459764,341397200,AAPL,0.08901836109790952,-0.0005849917117868868,-0.06760276624763913,0.05901057335857672,0.032065131830589406,0.0021130990326019283,-0.19955639961548377,39.409463755797574,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,69.90721130371094,73.45427795635602,69.05668336601278,73.37454464911569,319475600,AAPL,-0.032274680821150814,0.08901836109790952,-0.0005849917117868868,0.05869504180431136,0.03279033250845284,0.004304328321024897,-0.06421142294078563,36.82012265744423,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,73.14982604980469,73.30930003617219,70.82780458094045,71.62758575768213,219178400,AAPL,0.04534093954723861,-0.032274680821150814,0.08901836109790952,0.06197257700885519,0.033640233972485875,0.03447790710333165,-0.3139432244590823,39.870796120902355,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,70.77708435058594,72.37905838233362,70.41222676608287,71.40530599103305,187572800,AAPL,-0.03297446852672333,0.04534093954723861,-0.032274680821150814,0.052844684511241885,0.034209288411259677,0.07092756870574668,-0.14420034090950573,37.541925330865695,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,69.83715057373047,70.2696631046371,67.95247104471461,68.13852037839982,226176800,AAPL,-0.013369169589662009,-0.03297446852672333,0.04534093954723861,0.05400547031431784,0.03404414128570804,0.057323782064839346,0.20580809157830982,36.39809773738646,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,64.31358337402344,67.19376061426469,63.54762585590985,63.72884532127841,286744800,AAPL,-0.08239525243556987,-0.013369169589662009,-0.03297446852672333,0.04603382496731959,0.038108306813941915,-0.10923321573327893,0.2677905072491962,32.26587378474069,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,68.94552612304688,69.21131605967966,65.0867606135554,66.96419837707879,285290000,AAPL,0.06954585740075649,-0.08239525243556987,-0.013369169589662009,0.061051369508079885,0.04192164439388574,-0.013756594816606738,-0.005073500896964789,38.29353821648302,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,66.55103302001953,67.95004932218703,65.68842661681832,67.02462518678024,255598800,AAPL,-0.035347649133752046,0.06954585740075649,-0.08239525243556987,0.055573200271278905,0.04243321540164905,-0.09020927849223193,-0.10407374951803428,36.809904784110664,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,59.97880554199219,65.23900324323806,59.92323260860385,61.84174314573799,418474000,AAPL,-0.10397780833423724,-0.035347649133752046,0.06954585740075649,0.06779420121995855,0.04688359354017271,-0.1525674433705937,0.6372299087476154,32.94568169455063,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,67.16476440429688,67.6359379478289,61.119282212065336,64.00430027982446,370732000,AAPL,0.11315751194243287,-0.10397780833423724,-0.035347649133752046,0.09511387486445251,0.05482807478116082,-0.038265968005270046,-0.11408594082308576,45.06858079392601,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,58.52421569824219,62.60044010140755,57.99022079286357,58.4613905994218,322423600,AAPL,-0.1377081586469434,0.11315751194243287,-0.10397780833423724,0.10826586209721253,0.06197507097122582,-0.09001780606924792,-0.1303054497588555,40.05290433602743,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,61.09753036499024,62.24524979969269,57.60361793460999,59.80483021639644,324056000,AAPL,0.04303083365588935,-0.1377081586469434,0.11315751194243287,0.10339238022707727,0.06328957551627584,-0.11382893422338003,0.005062904824584713,41.5930594476098,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,59.60187149047852,60.40648633083556,57.294342975256725,57.93465394251518,300233600,AAPL,-0.024784471377133258,0.04303083365588935,-0.1377081586469434,0.1032146292474873,0.06304830274035463,-0.10441853738694928,-0.07351321993729476,43.99893125953647,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19,59.14518737792969,61.09269153777121,58.62085961850456,59.77583112302971,271857200,AAPL,-0.007691750321503484,-0.024784471377133258,0.04303083365588935,0.09253927187791328,0.06305816358008749,-0.013898545603394319,-0.09451440478347528,43.661271626753134,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,55.39031982421875,60.84864774255849,55.09070239617697,59.72508515259065,401693200,AAPL,-0.06559037803283213,-0.007691750321503484,-0.024784471377133258,0.06775078640596426,0.06410887262818808,-0.17530686937576534,0.4775889695031068,33.860688839619144,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,54.21360778808594,55.21152404138324,51.37208822817037,55.11004159498472,336752800,AAPL,-0.02147290293632344,-0.06559037803283213,-0.007691750321503484,0.039107395891893416,0.06365700617696889,-0.07365511624080978,-0.1616666650070253,34.60241975748529,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,59.65261459350586,59.84833101941653,56.6129597572638,57.110708614992014,287531200,AAPL,0.09560603669525235,-0.02147290293632344,-0.06559037803283213,0.06013020952345228,0.0679776990661884,-0.02364933186092144,-0.1461653770956025,37.304546456929444,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,59.32400131225586,62.39989846973341,59.029217373030974,60.58770393527842,303602000,AAPL,-0.005524011829988857,0.09560603669525235,-0.02147290293632344,0.05913756808381706,0.06775746379268037,-0.0046621049184177865,0.05589236924549401,38.796427074793435,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,62.445796966552734,62.50378482179249,59.52695570911754,59.5656167372231,252087200,AAPL,0.05128496392975491,-0.005524011829988857,0.09560603669525235,0.0631952949174686,0.06753999154172576,0.055805209771889075,-0.16967872411907692,43.065672793638456,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,59.86040115356445,61.82481719246613,59.69367869443923,61.07094557233669,204216800,AAPL,-0.042283727997881056,0.05128496392975491,-0.005524011829988857,0.05666899983457204,0.06810808453678607,0.080701489782538,-0.1898961946501052,45.5784073789833,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,61.56870269775391,61.74025873047765,60.26150553022684,60.58528707882383,167976400,AAPL,0.02813846440645662,-0.042283727997881056,0.05128496392975491,0.05278207518737901,0.06497715398935733,0.13566879626270412,-0.17746042441170362,42.2240492284808,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,61.44304275512695,63.42437421285298,60.889721118005006,61.75957575160097,197002000,AAPL,-0.0020430567158263727,0.02813846440645662,-0.042283727997881056,0.03560061458403243,0.06473303914332312,0.030014244535997436,0.1727957022534119,44.34515768053274,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,58.21009826660156,60.09719601446135,57.78000444616135,59.560786204803335,176218400,AAPL,-0.05405176220063019,-0.0020430567158263727,0.02813846440645662,0.0448991707370634,0.0643616685599672,-0.01877660004407311,-0.10549943655394356,47.88560941543523,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,59.181434631347656,59.23459262853542,57.241178794751,58.07237254686632,165934000,AAPL,0.016549039083930087,-0.05405176220063019,-0.0020430567158263727,0.03606514583396521,0.0644414701533749,-0.052275132895710175,-0.05836166938299292,38.79087125159398,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,58.3309211730957,59.36749487099752,57.74135326823357,58.6667810943843,129880000,AAPL,-0.014475555423615515,0.016549039083930087,-0.05405176220063019,0.03188639229996985,0.06444594142895932,-0.025550780666254824,-0.21727915918377183,49.65260795301614,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,63.41956329345703,63.5742000668219,60.256680497705005,60.62394928655553,201820400,AAPL,0.08364005006083963,-0.014475555423615515,0.016549039083930087,0.05057020812198753,0.06518386889432941,0.03006171178868522,0.5538989836772406,53.82717368956802,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,62.685001373291016,65.64975569191732,62.58110401279755,65.43228649705053,202887200,AAPL,-0.011650176667097955,0.08364005006083963,-0.014475555423615515,0.051128018740353894,0.06307288890531622,0.02021316918033711,0.005285887848800241,55.212385839757346,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,64.28941345214844,64.60352421399418,63.1199448269442,63.48479496979986,168895200,AAPL,0.02527276816671934,-0.011650176667097955,0.08364005006083963,0.0396231518370611,0.06298211309794632,0.10443746646335628,-0.1675413727430809,58.372010785483795,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,64.7533187866211,65.25590475851683,63.95837493137018,64.92487847473,161834800,AAPL,0.007189980015449332,0.02527276816671934,-0.011650176667097955,0.040037983316261516,0.058207855639074775,0.09414919036656944,-0.04180343787153218,67.06595752906168,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,66.02427673339844,66.13301133720609,64.23140932290158,64.83064420547504,131022800,AAPL,0.01943754902976497,0.007189980015449332,0.02527276816671934,0.03581150880558342,0.05242879620961138,0.13189154920891566,-0.1903916833709437,71.45362363750154,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,69.35873413085938,69.64868825439446,67.18410032586527,67.65527393314986,194994800,AAPL,0.049269577909522744,0.01943754902976497,0.007189980015449332,0.022520488322864483,0.04246542772455641,0.09364887629264218,0.4882508998433861,69.09037734017217,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,68.72564697265625,69.18473466784468,67.80747158227939,68.23514673339383,131154400,AAPL,-0.009169633655642474,0.049269577909522744,0.01943754902976497,0.02171975793214233,0.041830331597468746,0.09636508681547307,-0.3273953972105923,68.27267390470422,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,69.27172088623047,69.63657830758835,68.22306550095219,69.43844332553729,157125200,AAPL,0.007914306952072268,-0.009169633655642474,0.049269577909522744,0.02173387216068063,0.04120293647780733,0.07749810064436868,0.19801699371122883,64.74265736362932,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,68.33182525634766,69.33457898800233,66.89656632293641,68.78850190508753,215250000,AAPL,-0.013661134086220791,0.007914306952072268,-0.009169633655642474,0.025298060632871402,0.041340300810998376,0.05526367662356679,0.36992665721348317,69.696635346345,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,66.9134521484375,68.06117506076643,66.8941253228232,67.15991526149827,130015200,AAPL,-0.0209755954348616,-0.013661134086220791,0.007914306952072268,0.028129256630667072,0.03829634648146666,0.013467401068693041,-0.39598048780487805,62.59673481453562,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,64.84516143798828,66.99080126610937,64.13478048479037,66.75642377646463,180991600,AAPL,-0.03139772898990317,-0.0209755954348616,-0.013661134086220791,0.014607831556721646,0.0387793855080768,-0.06507576514235858,0.3920803106098363,57.34562407226846,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,66.7129135131836,67.14783719048366,65.77057396314187,66.11125999851906,116862400,AAPL,0.028396243694484038,-0.03139772898990317,-0.0209755954348616,0.024003647352192316,0.03341641323342773,-0.02928649708126374,-0.354321416021517,69.50879705078675,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,66.45438385009766,68.07811050746528,66.41572281375096,66.65734876053877,124814400,AAPL,-0.0038827849330068773,0.028396243694484038,-0.03139772898990317,0.02285302805343793,0.03338968054353707,-0.04067081054273092,0.06804583852462387,67.2512763642602,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,68.37287902832031,68.38254612868516,66.93037215656294,66.97870028455014,126161200,AAPL,0.02846048542135123,-0.0038827849330068773,0.028396243694484038,0.0276457173263921,0.0321144420238059,0.0006008001662276552,0.010790421618018353,72.67070250405757,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,68.42121887207031,68.7522452213369,67.64318307081028,68.09018514896542,117087600,AAPL,0.0007067533834294995,0.02846048542135123,-0.0038827849330068773,0.02509199400986747,0.030197386608012654,0.02253308826882905,-0.07192068559905895,64.61862687120976,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,67.31214904785156,69.06393705890572,67.22033738750322,68.88271760948632,112004800,AAPL,-0.016342252819733297,0.0007067533834294995,0.02846048542135123,0.020125597764803677,0.030172045493474187,0.03804428202746424,-0.04341023302211333,63.23430670998604,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,69.52302551269531,69.99178036647727,68.59518290617446,68.79814778505363,137280800,AAPL,0.03231725891396137,-0.016342252819733297,0.0007067533834294995,0.021193044809552527,0.03075492620984277,0.04212245952886451,0.22566889990428973,64.46699993757497,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,70.98967742919922,71.16606696831562,69.67282086621682,70.06183497622997,183064000,AAPL,0.020876478107087114,0.03231725891396137,-0.016342252819733297,0.02053111152851086,0.027414218053073452,0.06824671776856595,0.33350038752687916,66.33337009986109,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,69.84681701660156,72.24616099497416,69.06878114170213,69.1654300495363,240616800,AAPL,-0.016229962324509663,0.020876478107087114,0.03231725891396137,0.021910236770608604,0.027971459895398537,0.02155734860412628,0.31438622558231,60.07907507827443,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,70.8350601196289,70.9631215704607,69.18233960605242,69.87097499683554,133568000,AAPL,0.014049561732924615,-0.016229962324509663,0.020876478107087114,0.02217930816831016,0.027472629057097183,0.03527913251694392,-0.4448932909090304,54.44233901126878,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,71.89820861816406,72.7294023781066,71.14916678667844,71.29414381435919,147751200,AAPL,0.014897271950618556,0.014049561732924615,-0.016229962324509663,0.017986949963613594,0.02135574381952377,0.06813123091720508,0.10618711068519415,59.30555530691052,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,72.64000701904297,73.27064717863384,72.21474300795924,72.59892736503848,142333600,AAPL,0.010264481411522662,0.014897271950618556,0.014049561732924615,0.014484609284148383,0.020945952471159428,0.04483380122429326,-0.036667045682200916,59.76749413491942,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,73.39146423339844,73.7369949485584,72.9637889533335,73.2658213930559,115215200,AAPL,0.010291806839194482,0.010264481411522662,0.014897271950618556,0.012967177893556454,0.020535876705776862,0.033832902066566195,-0.19052704350905192,64.83426960385847,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,75.1382827758789,75.19158466112692,73.72336874196486,74.05044815626871,133838400,AAPL,0.023522548463205506,0.010291806839194482,0.010264481411522662,0.005416648916182627,0.02088153976353671,0.07575815169959199,0.16163839493400167,73.65859396568638,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,76.32061767578125,76.81486350373997,74.4380975285037,74.64646215282984,145946400,AAPL,0.015612934120181159,0.023522548463205506,0.010291806839194482,0.0054216813713603065,0.02078313928678067,0.07744127762280617,0.09046730983036255,84.78174906912501,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,75.44843292236328,77.45451148487108,75.32729289469059,77.00386673715238,162301200,AAPL,-0.011493705095234452,0.015612934120181159,0.023522548463205506,0.01299855197060723,0.01864830888244429,0.049378480666377955,0.11206031803456606,78.1776246947171,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,74.53742980957031,76.54835795686193,73.46170617265714,75.6276896528906,200622400,AAPL,-0.012148002478812047,-0.011493705095234452,0.015612934120181159,0.016199500461806043,0.018772239394787258,0.02612090593589733,0.2361116245597692,75.01982531055717,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,74.99535369873047,75.05592369907653,73.05468852162736,73.77668558751988,158929200,AAPL,0.006124748164331935,-0.012148002478812047,-0.011493705095234452,0.015974930753533727,0.018757154534666295,0.021853896527140648,-0.2078192664428299,72.53659901869506,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15,74.5519790649414,74.59801285788724,72.73487900802405,72.76880175811006,166348400,AAPL,-0.0059295732618741895,0.006124748164331935,-0.012148002478812047,0.012081414018794211,0.01845185781440333,-0.007802995880093699,0.04668242210997109,70.3170186202234,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,76.30850219726562,76.68161544536761,75.18432690881329,75.87482634655969,135178400,AAPL,0.023287775567424892,-0.0059295732618741895,0.006124748164331935,0.014955492722583586,0.017899876356268288,-0.00015874450292174824,-0.18737781667872966,78.58671556658024,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19,75.86756896972656,77.17102926581177,75.83607138413613,76.32547436249678,101729600,AAPL,-0.005795056451826799,0.023287775567424892,-0.0059295732618741895,0.014053571021940924,0.015838522876739227,0.0055552651145793774,-0.24744189900161562,72.71545747666973,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,77.34306335449219,77.41331924575681,76.68647909264409,76.72524478806615,111504800,AAPL,0.019261587535329167,-0.005795056451826799,0.023287775567424892,0.01366136400832109,0.015338650130754573,0.037640599522813734,0.09609002689482704,72.73272246921157,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,76.76640319824219,77.74521626092047,76.52896618682993,77.20492931373624,102688800,AAPL,-0.007483808238163163,0.019261587535329167,-0.005795056451826799,0.015240729903562806,0.015498275871246041,0.02361545632048534,-0.07906386092796003,75.80414248321384,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,77.26067352294922,77.34304783651851,76.40300024409417,76.50475370458611,81803200,AAPL,0.0064179887307387875,-0.007483808238163163,0.019261587535329167,0.014047920368464379,0.014669334751611496,0.036332965160432495,-0.20338732169428408,74.87862256550954,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,76.73735046386719,78.5568683167511,76.68162339962899,78.37758347481825,125522000,AAPL,-0.006796516734501371,0.0064179887307387875,-0.007483808238163163,0.011637231613579697,0.01490879824080134,0.0056199277177915175,0.5344387505623251,69.55351076331557,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,77.07169342041016,77.21706291080646,75.85545038481993,76.59440888025136,112945200,AAPL,0.00434751396555021,-0.006796516734501371,0.0064179887307387875,0.010996682609468438,0.013985477854588152,0.015871398899891975,-0.10019598158091814,68.5168301782859,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,77.10559844970703,78.36303205284943,76.4708261278027,76.7470214416537,133560800,AAPL,0.00043981872339532007,0.00434751396555021,-0.006796516734501371,0.0063362803291006934,0.012675844286391309,-0.003070280571856432,0.18252745579272078,66.50859546092383,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,77.03050994873047,77.8082267406315,76.67435802451047,77.34789618259597,153532400,AAPL,-0.0009743142952917019,0.00043981872339532007,0.00434751396555021,0.005125126358411115,0.012183481973262737,0.0034403950098618186,0.14953189858102078,59.87864487574522,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,77.97782135009766,78.09896135300481,76.8536385740957,76.98447184749915,80791200,AAPL,0.012222868116946374,-0.0009743142952917019,0.00043981872339532007,0.007045593667159085,0.011317080864734517,0.009282184511832048,-0.47378403516130796,58.86931930006803,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,78.33880615234375,78.36303562857958,77.27035057638682,77.71130190496551,87642800,AAPL,0.004618644218729727,0.012222868116946374,-0.0009743142952917019,0.005134492624150603,0.011137414049380977,0.020869311734063922,0.08480626602897345,66.36466914035671,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,78.77005767822266,79.03172416978924,78.08682643155123,78.65861096933926,104491200,AAPL,0.005489857140724498,0.004618644218729727,0.012222868116946374,0.005171820213975271,0.010894965083367871,0.022036161169422863,0.1922394081430534,75.34086766980349,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,78.09169006347656,78.89121109253435,77.71857679947686,78.59321142956854,87560400,AAPL,-0.008649296002143448,0.005489857140724498,0.004618644218729727,0.007815546875581291,0.011190967205217476,0.012788845863283438,-0.16203086958518997,68.06111468616241,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,80.31581115722656,80.3763811505578,78.31215843959637,78.34123085338769,137250400,AAPL,0.028082852707768086,-0.008649296002143448,0.005489857140724498,0.01337407974955598,0.012391989213196142,0.042649350376658735,0.5674939812974815,77.83766774041166,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,80.7906723022461,80.82459504521165,79.30307721267422,80.01295571139336,95654400,AAPL,0.005895014402746884,0.028082852707768086,-0.008649296002143448,0.013214776929391197,0.011567874738786923,0.03607244859431957,-0.3030665120101653,74.70627271450356,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,83.3418960571289,83.7343884798814,80.43938634656227,80.47088393003234,147712400,AAPL,0.031089859541741236,0.005895014402746884,0.028082852707768086,0.016795823965048817,0.012857685572049945,0.06386477086535836,0.5442300615549311,83.42361841310695,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,85.48607635498047,85.95367499163955,83.8506863159115,84.28921253488384,166651600,AAPL,0.025402136430931366,0.031089859541741236,0.005895014402746884,0.01711092483207451,0.013101759106238516,0.08526106079790985,0.1282167238498595,84.35901876719446,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,81.38185119628906,85.05481691401155,81.28009773597238,84.63082691049463,201662400,AAPL,-0.04920122315886356,0.025402136430931366,0.031089859541741236,0.03359831076365016,0.017664735893786566,0.0421320262135203,0.21008379157475843,65.00718909044362,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,82.08447265625,84.26499296476219,80.97483335252352,83.5187737124544,200146000,AAPL,0.00859658149084747,-0.04920122315886356,0.025402136430931366,0.03180552763571717,0.017686127320618056,0.022021336440979145,-0.007519497933179409,65.47497311371345,1,0.0,0.0,0.0,0.0,0.0,0.0
