date,market_return,prediction,position,trade,strategy_return_gross,cost,strategy_return_net,market_equity,strategy_equity
2024-03-21,-0.016299696542812377,1,1,2.0,0.016299696542812377,0.002,0.014299696542812377,0.9838324246915451,1.0144024262874143
2024-03-22,-0.01158171211632812,1,1,0.0,-0.01158171211632812,0.0,-0.01158171211632812,0.9725036904795616,1.0027216814949216
2024-03-25,0.010481683435756076,0,-1,2.0,0.010481683435756076,0.002,0.008481683435756076,0.9827507758389596,1.0112626189332146
2024-03-26,0.0287772826285837,0,-1,0.0,-0.0287772826285837,0.0,-0.0287772826285837,1.0114425279798027,0.9825759703011027
2024-03-27,0.012084083617363902,1,1,2.0,-0.012084083617363902,0.002,-0.014084083617363902,1.0237390304110803,0.9688342848493681
2024-03-28,-0.02272190773999231,0,-1,2.0,-0.02272190773999231,0.002,-0.024721907739992312,1.0007400069527124,0.9451764908485475
2024-04-01,-0.0032477284143495326,1,1,2.0,0.0032477284143495326,0.002,0.0012477284143495326,0.9974951472604281,0.9463565504566106
2024-04-02,-0.05026651935105258,0,-1,2.0,-0.05026651935105258,0.002,-0.05226651935105258,0.9485938825512806,0.8981641816372047
2024-04-03,0.010447544054431742,0,-1,0.0,-0.010447544054431742,0.0,-0.010447544054431742,0.9585563097601871,0.888829419359706
2024-04-04,0.016083269202606634,0,-1,0.0,-0.016083269202606634,0.0,-0.016083269202606634,0.974097671883749,0.8746484801468742
2024-04-05,-0.03696743555877544,0,-1,0.0,0.03696743555877544,0.0,0.03696743555877544,0.9387452491101936,0.9075870679881538
2024-04-08,0.04783676362708771,0,-1,0.0,-0.04783676362708771,0.0,-0.04783676362708771,0.9847432091614581,0.865193118674289
2024-04-09,0.022295607975213145,1,1,2.0,-0.022295607975213145,0.002,-0.024295607975213143,1.0069452419177325,0.8444260219776841
2024-04-10,-0.02937344256551801,0,-1,2.0,-0.02937344256551801,0.002,-0.03137344256551801,0.9777979672437257,0.8183447397480179
2024-04-11,0.016399556773736196,1,1,2.0,-0.016399556773736196,0.002,-0.018399556773736198,0.9939656294176522,0.8034252362803515
2024-04-12,-0.020541749097701737,1,1,0.0,-0.020541749097701737,0.0,-0.020541749097701737,0.9737561168493477,0.7870898299747896
2024-04-15,-0.05757465973833702,0,-1,2.0,-0.05757465973833702,0.002,-0.05957465973833702,0.9192758303600731,0.7415686385431823
2024-04-16,-0.027435068682222955,1,1,2.0,0.027435068682222955,0.002,0.025435068682222957,0.8943982542124976,0.760672410766988
2024-04-17,-0.01062208397137564,0,-1,2.0,-0.01062208397137564,0.002,-0.01262208397137564,0.8849481595551933,0.7511314796097384
2024-04-18,-0.036155647217109545,0,-1,0.0,0.036155647217109545,0.0,0.036155647217109545,0.8535237934081964,0.778786046268671
2024-04-19,-0.01939578390268632,1,1,2.0,0.01939578390268632,0.002,0.01739578390268632,0.8371285436986311,0.7924521618050322
